Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,222,002563476563,19,0885608673096,268,6898,35,62812,7,100,5,False
2,334,584167480469,12,0027018547058,403,3035,47,80711,7,147,False
3,1576,0615234375,78,1835618972778,656,80,61554,8,176,True
4,1576,23547363281,101,568886566162,656,82,35446,8,176,True
5,1575,78051757813,54,9287751674652,656,77,80533,8,176,True
6,1575,91796875,128,316175270081,656,79,17981,8,176,True
7,1575,88403320313,113,361251068115,656,78,84052,8,176,True
8,1359,42114257813,82,3236133575439,442,1778,52,43268,8,176,True
9,1575,88146972656,105,403381037712,656,78,81445,8,176,True
10,1251,63110351563,24,1996724009514,335,87,37,61078,8,176,True
11,1575,84924316406,106,438061392307,656,78,49298,8,176,True
12,1252,29235839844,52,5698860168457,335,8684,44,23993,8,176,True
13,1575,86730957031,102,036532747746,656,78,67358,8,176,True
14,1392,67333984375,95,214067542553,474,9079,57,65411,8,176,True
15,1323,27600097656,114,981126594543,406,5647,47,11285,8,176,True
16,1575,85107421875,196,531919813156,656,78,51038,8,176,True
17,1563,35461425781,115,247015380859,656,76,04626,8,200,5,True
18,1563,236328125,74,0852954864502,656,74,86377,8,200,5,True
19,1259,96936035156,142,823478126526,344,0343,39,35059,8,176,True
20,1575,65954589844,164,716757202148,656,76,59534,8,176,True
21,1575,78369140625,143,536275482178,656,77,83704,8,176,True
22,1575,91613769531,133,654789662361,656,79,16089,8,176,True
23,1563,44140625,133,699809551239,656,76,9137,8,200,5,True
24,1563,35766601563,121,796448135376,656,76,07654,8,200,5,True
25,1563,49536132813,119,682348775864,656,77,45337,8,200,5,True
26,1283,92614746094,122,808854293823,367,7282,41,98022,8,176,True
27,1563,40490722656,137,984179067612,656,76,54871,8,200,5,True
28,1563,32775878906,148,844297218323,656,75,77783,8,200,5,True
29,1563,41479492188,115,131377029419,656,76,64819,8,200,5,True
30,1575,87780761719,137,378379821777,656,78,77759,8,176,True
