Generation,BestFitness,AverageFitnessPopulation,BestMaxDistance,BestMaxDistanceTime,BestNumberOfWheels,BestCarMass,BestIsRoadComplete
1,528,709838867188,67,0702612400055,588,2809,84,28867,5,136,False
2,556,545959472656,35,8015106201172,626,387,81,58945,7,156,False
3,266,898498535156,-51,677768933773,333,4879,44,10609,8,142,False
4,469,535552978516,10,9322685241699,547,7841,60,0148,8,168,5,False
5,177,724166870117,-30,5085141181946,268,1349,30,89224,7,187,False
6,243,901184082031,19,643603515625,336,0373,41,13864,5,192,5,False
7,291,067565917969,-46,9783977031708,365,3484,42,19116,7,157,False
8,196,228866577148,-67,5845672607422,296,1854,32,93436,8,206,5,False
9,207,335052490234,-8,50312614440918,296,9623,48,72766,7,189,False
10,507,690246582031,-8,71188690662384,584,8412,85,98999,8,171,5,False
11,231,570510864258,-30,9580917358398,302,359,37,11499,8,149,False
12,1552,37939453125,56,1329745531082,656,91,29449,7,225,5,True
13,264,114410400391,-15,9260176897049,372,545,40,6936,8,225,False
14,1584,46936035156,57,6031744003296,656,79,69305,7,159,True
15,363,345062255859,-20,0436614990234,439,2811,48,13995,7,161,5,False
16,371,451721191406,-26,600662612915,447,1712,55,3053,8,162,5,False
17,220,538711547852,-3,95264015197754,300,0692,74,69556,7,174,False
18,420,65771484375,28,1591493487358,514,0701,58,37598,7,198,5,False
19,271,168487548828,6,23577098846436,333,3264,35,9209,8,131,5,False
20,433,564361572266,-18,2106211900711,514,8058,75,08569,7,177,5,False
21,285,439544677734,-34,0621837615967,369,9302,42,59302,8,177,5,False
22,480,397521972656,56,330027961731,550,815,85,82532,8,158,False
23,178,300277709961,-28,2464217185974,261,5265,32,73792,7,173,False
24,182,00553894043,-47,6899814605713,267,2329,35,22656,6,177,5,False
25,402,005035400391,-11,4230653762817,474,1365,53,68494,7,155,False
26,1563,17822265625,89,5719051361084,656,74,28235,7,200,5,True
27,549,267211914063,-18,4709777832031,624,9167,66,00452,8,164,5,False
28,192,786483764648,-45,8801597595215,268,1107,31,7583,5,157,False
29,317,2451171875,-42,5599874019623,405,3055,49,39624,5,186,False
30,260,733367919922,-10,9859937466681,368,605,41,28381,8,224,False
